,original_title,Foreign,History,Adventure,Movie,Comedy,Drama,Mystery,Fantasy,Action,Science,Documentary,Animation,Western,Horror,TV,Science Fiction,War,Crime,Family,Romance,Music,vote_average_1.0,vote_average_2.0,vote_average_3.0,vote_average_4.0,vote_average_5.0,vote_average_6.0,vote_average_7.0,vote_average_8.0,vote_average_9.0,vote_average_10.0
2696,Jason X,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2697,Bobby,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2698,Head Over Heels,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2699,Fun Size,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2700,Le scaphandre et le papillon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2701,Little Children,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2702,Gossip,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2703,A Walk on the Moon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2704,Catch a Fire,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2705,Soul Survivors,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2706,Jefferson in Paris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2707,Easy Virtue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2708,Caravans,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2709,Mr. Turner,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2710,Les herbes folles,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2711,Amen.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2712,剑雨,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2713,The Lucky Ones,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2714,Margaret,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2715,Stan Helsing,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
2716,Flipped,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2717,Brokeback Mountain,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2718,Clueless,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2719,Far from Heaven,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2720,Hot Tub Time Machine 2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2721,Quills,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2722,Seven Psychopaths,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2723,The Caveman's Valentine,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2724,Der Untergang,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2725,Mar adentro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2726,Under the Skin,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2727,"Good Morning, Vietnam",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2728,The Last Godfather,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2729,Justin Bieber: Never Say Never,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,False,False,False,False,True,False,False,False,False,False
2730,Black Swan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2731,The Godfather: Part II,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False
2732,Save the Last Dance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,False,False,False,False,True,False,False,False
2733,A Nightmare on Elm Street 4: The Dream Master,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2734,Miracles from Heaven,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2735,"Dude, Where’s My Car?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2736,Young Guns,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2737,St. Vincent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2738,About Last Night,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2739,10 Things I Hate About You,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2740,The New Guy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2741,National Lampoon's Loaded Weapon 1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2742,The Shallows,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2743,The Butterfly Effect,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2744,Snow Day,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False
2745,This Christmas,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2746,Baby Geniuses,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,False,False,False,True,False,False,False,False,False,False
2747,The Big Hit,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2748,Harriet the Spy,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2749,Child's Play 2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2750,No Good Deed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
2751,The Mist,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2752,Ex Machina,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2753,Being John Malkovich,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2754,Two Can Play That Game,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2755,Earth to Echo,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2756,Crazy/Beautiful,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2757,Letters from Iwo Jima,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2758,The Astronaut Farmer,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2759,Woo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2760,Room,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False
2761,Dirty Work,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2762,Serial Mom,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2763,Dick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2764,Light It Up,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2765,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False
2766,Bubble Boy,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2767,Birthday Girl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2768,21 & Over,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2769,"Paris, je t'aime",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2770,Resurrecting the Champ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2771,Admission,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2772,La veuve de Saint-Pierre,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2773,Chloe,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2774,Faithful,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False
2775,Find Me Guilty,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2776,The Perks of Being a Wallflower,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2777,Excessive Force,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2778,Infamous,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2779,The Claim,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2780,The Vatican Tapes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2781,Attack the Block,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2782,In the Land of Blood and Honey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2783,The Call,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2784,인천상륙작전,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2785,The Crocodile Hunter: Collision Course,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2786,I Love You Phillip Morris,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2787,La Guerre du feu,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2788,Antwone Fisher,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2789,The Emperor's Club,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2790,True Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,False,True,False,False
2791,Womb,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2792,Glengarry Glen Ross,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
2793,The Killer Inside Me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
2794,Cat People,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2795,Sorority Row,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2796,The Prisoner of Zenda,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,True,False
2797,Lars and the Real Girl,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2798,The Boy in the Striped Pyjamas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2799,Dancer in the Dark,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,False,False,False,False,False,False,False,True,False,False
2800,Oscar and Lucinda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2801,The Funeral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
2802,Solitary Man,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2803,Machete,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2804,Casino Jack,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
2805,The Land Before Time,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
2806,태극기 휘날리며,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2807,The Perfect Game,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
2808,The Exorcist,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2809,Jaws,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2810,American Pie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2811,Ernest et Célestine,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
2812,The Golden Child,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2813,Think Like a Man,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2814,Barbershop,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2815,Star Trek II: The Wrath of Khan,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2816,Ace Ventura: Pet Detective,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2817,WarGames,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2818,Witness,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,True,False,False,False
2819,Act of Valor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2820,Step Up,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,False,False,False,False,True,False,False,False
2821,Beavis and Butt-Head Do America,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2822,Jackie Brown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,False,True,False,False
2823,Harold & Kumar Escape from Guantanamo Bay,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2824,Chronicle,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2825,Yentl,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,False,True,False,False,False
2826,Time Bandits,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
2827,Crossroads,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False
2828,Project X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2829,Patton,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2830,One Hour Photo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2831,Quarantine,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2832,The Eye,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2833,Johnson Family Vacation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False
2834,How High,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2835,The Muppet Christmas Carol,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
2836,Frida,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2837,Katy Perry: Part of Me,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
2838,The Fault in Our Stars,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2839,Rounders,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2840,Top Five,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2841,Prophecy,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2842,Stir of Echoes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2843,Philomena,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2844,The Upside of Anger,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2845,The Boys from Brazil,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2846,Aquamarine,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,False,False,False,False,False,True,False,False,False,False
2847,Paper Towns,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2848,My Baby's Daddy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2849,Nebraska,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2850,Tales from the Crypt: Demon Knight,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2851,Max Keeble's Big Move,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
2852,Young Adult,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2853,Crank,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
2854,How to Be a Player,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2855,Living Out Loud,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
2856,Just Wright,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2857,Rachel Getting Married,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2858,The Postman Always Rings Twice,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,True,False,False,False
2859,Girl with a Pearl Earring,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2860,Das Boot,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2861,Sorority Boys,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2862,About Time,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
2863,十面埋伏,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
2864,Arbitrage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2865,Project Almanac,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
2866,Cadillac Records,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
2867,Screwed,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2868,Fortress,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2869,For Your Consideration,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2870,Celebrity,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2871,Running with Scissors,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2872,From Justin to Kelly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,False,False,False,False,False
2873,Girl 6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2874,In the Cut,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
2875,Two Lovers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
2876,Last Orders,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
2877,괴물,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
